"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"422897234787569664","","","2014-01-14 01:05:32 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aye, I got sum new high tech g-cards if u wanna buy them. https://t.co/PN2AGBF5pk","","","","https://twitter.com/nicholiswood/status/422897234787569664/photo/1"
"413221956213690368","","","2013-12-18 08:19:26 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Gomezkristen143: Whyyy jenna😩💔💔","413209568194199552","1035076543","2013-12-18 07:30:12 +0000",""
"410142387546374144","","","2013-12-09 20:22:19 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Fawdzz: Caillou, you bald little Q-ball ass nigga","410107756796841984","558156779","2013-12-09 18:04:43 +0000",""
"405603878164369408","","","2013-11-27 07:47:54 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: ALL I WANT FOR MY BIRTHDAY IS A BIG BOOTY LAB ASSISTANT","405548975769411584","898124258","2013-11-27 04:09:45 +0000",""
"401507736380137473","","","2013-11-16 00:31:18 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: ur birth control works on gorillas but dont give it to em or theyll go raw all night &amp; other animals would never get sl…","401491309728247808","898124258","2013-11-15 23:26:02 +0000",""
"400510158339448832","","","2013-11-13 06:27:17 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Okay... https://t.co/GwxMSBQhT5","","","","https://twitter.com/nicholiswood/status/400510158339448832/photo/1"
"398323409353834496","","","2013-11-07 05:37:55 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://t.co/geuuq2bG20   Watch now and il love you forever.","","","","https://youtu.be/G5KxZ5Lc_YA"
"398315098122375168","","","2013-11-07 05:04:54 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My microwave is so old, if I look directly at it, I think id get a sunburn.","","","",""
"398277122461925377","","","2013-11-07 02:34:00 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DoryGetsRatchet: i got kicked outta 24 Hour Fitness for demanding to battle their gym leader","394187203829456896","1323513055","2013-10-26 19:42:07 +0000",""
"390333612559962112","","","2013-10-16 04:29:19 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: there are teens who have unprotected sex, but have cases on their phones... damn i can't even","390273088178233345","898124258","2013-10-16 00:28:49 +0000",""
"388743505230581760","","","2013-10-11 19:10:48 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DoryGetsRatchet: christmas is so close i can almost smell the mistletoe im not going to be kissed under","388730949548011520","1323513055","2013-10-11 18:20:55 +0000",""
"387444702066130944","","","2013-10-08 05:09:50 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: alrite who had their #FirstKiss at an observatory? RT if you did or you wish you did lol","387341347562065920","898124258","2013-10-07 22:19:08 +0000",""
"386362624335552513","","","2013-10-05 05:30:02 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I wish she would play video games with me.","","","",""
"386352616612970496","","","2013-10-05 04:50:16 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#wwjd https://t.co/a6ubzlt4ES","","","","https://twitter.com/nicholiswood/status/386352616612970496/photo/1"
"385949490013671424","","","2013-10-04 02:08:23 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dips fork into ketchup. Licks fork.","","","",""
"385611897187205122","","","2013-10-03 03:46:55 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: S/O to penises for NOT bleeding once a month lol","385604692677361664","898124258","2013-10-03 03:18:17 +0000",""
"385230104156049408","","","2013-10-02 02:29:48 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: imma buy ur girl some aluminum foil underwear so that she can keep my dinner warm","385225306677592064","898124258","2013-10-02 02:10:44 +0000",""
"384058032016998401","","","2013-09-28 20:52:24 +0000","<a href=""https://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Bill_Nye_Tho__: my dick's nickname is ""iOS7"" cause all these white girls can't wait for it to come","384057276249542656","898124258","2013-09-28 20:49:24 +0000",""
